                           x                ground state                 1st excited                 2nd excited
  -10.576441102756892        1.3857744270153291E-048   2.7343822750275055E-046   2.6774128404212548E-044
  -10.476190476190476        1.0512940713981929E-047   2.0397719164639259E-045   1.9636182915538594E-043
  -10.375939849624061        7.8346460107012755E-047   1.4944511852207811E-044   1.4141278569847868E-042
  -10.275689223057645        5.7353753113795911E-046   1.0753303703683680E-043   9.9997879268179161E-042
  -10.175438596491230        4.1241609833451155E-045   7.5987906266314025E-043   6.9429492142637621E-041
  -10.075187969924812        2.9128943990707464E-044   5.2731699994601038E-042   4.7329161951717103E-040
  -9.9749373433583965        2.0207534721818243E-043   3.5934048026713893E-041   3.1675666663287675E-039
  -9.8746867167919810        1.3768465874493294E-042   2.4045286267567819E-040   2.0812070408294038E-038
  -9.7744360902255636        9.2135208801572990E-042   1.5798853248921608E-039   1.3423871370243456E-037
  -9.6741854636591480        6.0550514879108626E-041   1.0192374235120313E-038   8.4995043183822884E-037
  -9.5739348370927324        3.9079280418715043E-040   6.4559733271668039E-038   5.2825428691479476E-036
  -9.4736842105263168        2.4768300288560618E-039   4.0148290549111648E-037   3.2225993160252388E-035
  -9.3734335839599012        1.5415274960539271E-038   2.4511718323711075E-036   1.9295836612714423E-034
  -9.2731829573934839        9.4209856304525456E-038   1.4691435543231378E-035   1.1339529753065033E-033
  -9.1729323308270683        5.6534824161340366E-037   8.6441223453587789E-035   6.5400435945889909E-033
  -9.0726817042606527        3.3311570568181235E-036   4.9925933286707807E-034   3.7016927747037080E-032
  -8.9724310776942353        1.9271624764425177E-035   2.8304958399145722E-033   2.0560520871823218E-031
  -8.8721804511278197        1.0946381772955331E-034   1.5751151926056350E-032   1.1206285095123301E-030
  -8.7719298245614041        6.1043138026663546E-034   8.6031604175634698E-032   5.9932548223722043E-030
  -8.6716791979949885        3.3419670165182376E-033   4.6119230510714156E-031   3.1449732466544599E-029
  -8.5714285714285730        1.7961874155659519E-032   2.4264248397224908E-030   1.6192123703319503E-028
  -8.4711779448621556        9.4769926576022053E-032   1.2528377098328274E-029   8.1790472501694079E-028
  -8.3709273182957400        4.9084475862994988E-031   6.3481677013337922E-029   4.0531525576586049E-027
  -8.2706766917293244        2.4955018579136265E-030   3.1565303839568797E-028   1.9703966965414897E-026
  -8.1704260651629070        1.2453667479636907E-029   1.5401462487606877E-027   9.3964520110748760E-026
  -8.0701754385964914        6.1002532060585097E-029   7.3737216171214106E-027   4.3954416280755100E-025
  -7.9699248120300759        2.9328873710527219E-028   3.4639105002295617E-026   2.0167322571581235E-024
  -7.8696741854636603        1.3839666900966883E-027   1.5965557098580449E-025   9.0756897496528096E-024
  -7.7694235588972447        6.4095054691318851E-027   7.2197356561483236E-025   4.0056692433006714E-023
  -7.6691729323308273        2.9132519854101205E-026   3.2030270243129630E-024   1.7338549677740521E-022
  -7.5689223057644117        1.2994882057299781E-025   1.3940689130308972E-023   7.3598788997761802E-022
  -7.4686716791979961        5.6884458023531796E-025   5.9521575897724454E-023   3.0635611454660543E-021
  -7.3684210526315788        2.4435894415704680E-024   2.4929484312327436E-022   1.2504258585156245E-020
  -7.2681704260651632        1.0300602880208027E-023   1.0241957434543479E-021   5.0042859759988523E-020
  -7.1679197994987476        4.2607240730824768E-023   4.1272946758974256E-021   1.9636137819767139E-019
  -7.0676691729323320        1.7293274261495975E-022   1.6313336638191033E-020   7.5539917041512000E-019
  -6.9674185463659164        6.8870131890345674E-022   6.3240722507958982E-020   2.8489170273597794E-018
  -6.8671679197994990        2.6911097056982521E-021   2.4044146043340932E-019   1.0532755595791528E-017
  -6.7669172932330834        1.0317292767249941E-020   8.9652438990845118E-019   3.8171462158538070E-017
  -6.6666666666666679        3.8807990872413126E-020   3.2782092976815570E-018   1.3559555259366428E-016
  -6.5664160401002505        1.4321382255620347E-019   1.1754780976184792E-017   4.7210304694511353E-016
  -6.4661654135338349        5.1849495766870377E-019   4.1331107632477408E-017   1.6109692677374138E-015
  -6.3659147869674193        1.8415670936348164E-018   1.4249688828917994E-016   5.3872941266202099E-015
  -6.2656641604010037        6.4165515048024927E-018   4.8170436508491261E-016   1.7654704092752818E-014
  -6.1654135338345881        2.1931827063979691E-017   1.5965535721051099E-015   5.6692979598556141E-014
  -6.0651629072681708        7.3535141220545051E-017   5.1879379189548130E-015   1.7838130367364172E-013
  -5.9649122807017552        2.4185227776039363E-016   1.6527030638080873E-014   5.4991053078773754E-013
  -5.8646616541353396        7.8024115494406929E-016   5.1613565711754733E-014   1.6608411199875758E-012
  -5.7644110275689222        2.4689902911483163E-015   1.5800898279612375E-013   4.9139120672503189E-012
  -5.6641604010025066        7.6632033508375018E-015   4.7416357872422431E-013   1.4241604651389138E-011
  -5.5639097744360910        2.3328697580434206E-014   1.3947051352675811E-012   4.0428793720744082E-011
  -5.4636591478696754        6.9654423118030041E-014   4.0209005822271019E-012   1.1240612499208837E-010
  -5.3634085213032598        2.0397362462042218E-013   1.1361339509715308E-011   3.0607115046852390E-010
  -5.2631578947368425        5.8580845463903448E-013   3.1461477580532822E-011   8.1611751574634094E-010
  -5.1629072681704269        1.6499961315060223E-012   8.5378731318723538E-011   2.1308073896519763E-009
  -5.0626566416040113        4.5576965579591939E-012   2.2704837024187597E-010   5.4470168162244433E-009
  -4.9624060150375939        1.2346184561100188E-011   5.9164570780681905E-010   1.3631902854631742E-008
  -4.8621553884711783        3.2797055091304195E-011   1.5106212046291313E-009   3.3396114310922303E-008
  -4.7619047619047628        8.5436151871849256E-011   3.7789848818150675E-009   8.0081754969718652E-008
  -4.6616541353383472        2.1824456727725623E-010   9.2617887087967012E-009   1.8794196501997622E-007
  -4.5614035087719316        5.4667661443757037E-010   2.2237618972044317E-008   4.3163680382474440E-007
  -4.4611528822055142        1.3427444769166478E-009   5.2303171337630602E-008   9.6998957437088683E-007
  -4.3609022556390986        3.2338716901910018E-009   1.2049961593615533E-007   2.1326325447858818E-006
  -4.2606516290726830        7.6367682216546601E-009   2.7191403915603590E-007   4.5867875513801985E-006
  -4.1604010025062657        1.7682550772859542E-008   6.0094548377560463E-007   9.6490493281604667E-006
  -4.0601503759398501        4.0143934926646379E-008   1.3006598230506777E-006   1.9850864659788933E-005
  -3.9598997493734345        8.9356492789372656E-008   2.7566633447508030E-006   3.9932321445122442E-005
  -3.8596491228070171        1.9500917621237188E-007   5.7208358982190867E-006   7.8531905724645848E-005
  -3.7593984962406033        4.1725210429175374E-007   1.1623942117371781E-005   1.5096099391109701E-004
  -3.6591478696741859        8.7528313793700768E-007   2.3122022802008013E-005   2.8359241239972721E-004
  -3.5588972431077721        1.8001027688427955E-006   4.5023001730362516E-005   5.2052635385804074E-004
  -3.4586466165413547        3.6294190407012264E-006   8.5809297771777577E-005   9.3327125176502468E-004
  -3.3583959899749374        7.1739865579500657E-006   1.6005803392053801E-004   1.6341033441031505E-003
  -3.2581453634085236        1.3901459102490370E-005   2.9215430569526092E-004   2.7934201373605075E-003
  -3.1578947368421062        2.6407637076290911E-005   5.2177502649269339E-004   4.6606268328425911E-003
  -3.0576441102756888        4.9176902593435259E-005   9.1165492778442125E-004   7.5867459517415742E-003
  -2.9573934837092750        8.9773594315595864E-005   1.5580765023128237E-003   1.2044946665938373E-002
  -2.8571428571428577        1.6065173195941541E-004   2.6042773266870397E-003   1.8642647628298207E-002
  -2.7568922305764403        2.8181578153582389E-004   4.2564564390902048E-003   2.8116130638257304E-002
  -2.6566416040100265        4.8459870933738639E-004   6.8012116976598419E-003   4.1296458365604159E-002
  -2.5563909774436091        8.1682757880765665E-004   1.0622022271610456E-002   5.9035049071268365E-002
  -2.4561403508771953        1.3495969365708601E-003   1.6210865524279413E-002   8.2079909654551184E-002
  -2.3558897243107779        2.1857369255701654E-003   2.4169427561240707E-002  0.11090056735401276     
  -2.2556390977443606        3.4698170697457084E-003   3.5193012242889336E-002  0.14547184037813138     
  -2.1553884711779467        5.3991467631230123E-003   5.0029734534072029E-002  0.18504310914826166     
  -2.0551378446115294        8.2347181611410816E-003   6.9408578028558349E-002  0.22793813548637315     
  -1.9548872180451156        1.2310418016842656E-002   9.3933053627134555E-002  0.27144601738419893     
  -1.8546365914786982        1.8038188755804856E-002  0.12394291405959118       0.31187016924257394     
  -1.7543859649122808        2.5906273518115551E-002  0.15935452796901059       0.34479260022830882     
  -1.6541353383458670        3.6467408190864130E-002  0.19950019240140174       0.36558051973932942     
  -1.5538847117794496        5.0314022261202997E-002  0.24299606169826701       0.37011136363411601     
  -1.4536340852130323        6.8038359777631091E-002  0.28767491317778482       0.35562747437662046     
  -1.3533834586466185        9.0177040730608490E-002  0.33062072897859829       0.32156708452759980     
  -1.2531328320802011       0.11714192979815874       0.36833451767255970       0.27017365104778740     
  -1.1528822055137837       0.14914206211811329       0.39704371745837591       0.20668141149951488     
  -1.0526315789473699       0.18610439479036883       0.41314188725809514       0.13892563490261317     
 -0.95238095238095255       0.22760373873276010       0.41371484177047640        7.6332697190752322E-002
 -0.85213032581453874       0.27281372346144073       0.39708003075978165        2.8391544341625861E-002
 -0.75187969924812137       0.32049045117669983       0.36324534894694577        2.8610097318156232E-003
 -0.65162907268170400       0.36899820933646810       0.31418889898211760        4.0832913951326204E-003
 -0.55137844611529019       0.41638219397699644       0.25387724227366865        3.1811063977694801E-002
 -0.45112781954887282       0.46048706102360421       0.18797670434011723        8.0888778620339011E-002
 -0.35087719298245901       0.49911312841818561       0.12326532471221310       0.14195996378160136     
 -0.25062656641604164       0.53019538622180196        6.6812082757016000E-002  0.20313571915405212     
 -0.15037593984962427       0.55198543177336301        2.5042133294297129E-002  0.25231437300863679     
  -5.0125313283210460E-002  0.56321415731861557        2.8391336122427242E-003  0.27965718143341989     
   5.0125313283206907E-002  0.56321415731860935        2.8391336122544734E-003  0.27965718143340512     
  0.15037593984962427       0.55198543177336146        2.5042133294331619E-002  0.25231437300859832     
  0.25062656641603809       0.53019538622180873        6.6812082757072774E-002  0.20313571915399373     
  0.35087719298245545       0.49911312841819294       0.12326532471228799       0.14195996378153719     
  0.45112781954887282       0.46048706102360454       0.18797670434020350        8.0888778620279073E-002
  0.55137844611528664       0.41638219397698267       0.25387724227374958        3.1811063977654652E-002
  0.65162907268170400       0.36899820933644129       0.31418889898218866        4.0832913951182525E-003
  0.75187969924811782       0.32049045117665947       0.36324534894700172        2.8610097318276574E-003
  0.85213032581453518       0.27281372346139365       0.39708003075982334        2.8391544341660004E-002
  0.95238095238095255       0.22760373873270667       0.41371484177049628        7.6332697190797744E-002
   1.0526315789473664       0.18610439479031399       0.41314188725809514       0.13892563490265741     
   1.1528822055137837       0.14914206211805781       0.39704371745836653       0.20668141149954730     
   1.2531328320801975       0.11714192979810625       0.36833451767254094       0.27017365104779906     
   1.3533834586466149        9.0177040730562916E-002  0.33062072897857403       0.32156708452759347     
   1.4536340852130323        6.8038359777590721E-002  0.28767491317776006       0.35562747437660125     
   1.5538847117794461        5.0314022261170724E-002  0.24299606169824714       0.37011136363408503     
   1.6541353383458635        3.6467408190838678E-002  0.19950019240138694       0.36558051973929279     
   1.7543859649122808        2.5906273518096851E-002  0.15935452796900207       0.34479260022827207     
   1.8546365914786946        1.8038188755791548E-002  0.12394291405958537       0.31187016924253713     
   1.9548872180451120        1.2310418016832090E-002   9.3933053627127616E-002  0.27144601738416424     
   2.0551378446115294        8.2347181611327185E-003   6.9408578028551146E-002  0.22793813548633568     
   2.1553884711779432        5.3991467631167188E-003   5.0029734534064500E-002  0.18504310914822586     
   2.2556390977443606        3.4698170697414978E-003   3.5193012242884347E-002  0.14547184037810068     
   2.3558897243107744        2.1857369255672381E-003   2.4169427561236710E-002  0.11090056735398665     
   2.4561403508771917        1.3495969365688897E-003   1.6210865524276131E-002   8.2079909654532351E-002
   2.5563909774436091        8.1682757880634585E-004   1.0622022271607150E-002   5.9035049071252003E-002
   2.6566416040100229        4.8459870933650439E-004   6.8012116976572988E-003   4.1296458365591752E-002
   2.7568922305764403        2.8181578153525669E-004   4.2564564390884822E-003   2.8116130638248117E-002
   2.8571428571428541        1.6065173195907575E-004   2.6042773266861481E-003   1.8642647628292430E-002
   2.9573934837092715        8.9773594315361717E-005   1.5580765023126288E-003   1.2044946665935165E-002
   3.0576441102756888        4.9176902593292836E-005   9.1165492778407116E-004   7.5867459517398803E-003
   3.1578947368421026        2.6407637076209129E-005   5.2177502649250311E-004   4.6606268328417020E-003
   3.2581453634085200        1.3901459102434971E-005   2.9215430569521896E-004   2.7934201373600743E-003
   3.3583959899749374        7.1739865579157524E-006   1.6005803392051679E-004   1.6341033441028328E-003
   3.4586466165413512        3.6294190406865092E-006   8.5809297771773403E-005   9.3327125176481164E-004
   3.5588972431077686        1.8001027688383024E-006   4.5023001730330545E-005   5.2052635385783398E-004
   3.6591478696741859        8.7528313793420866E-007   2.3122022802007363E-005   2.8359241239960366E-004
   3.7593984962405997        4.1725210429187264E-007   1.1623942117357379E-005   1.5096099391105210E-004
   3.8596491228070171        1.9500917621276231E-007   5.7208358981985402E-006   7.8531905724588480E-005
   3.9598997493734309        8.9356492789268749E-008   2.7566633447318651E-006   3.9932321445094192E-005
   4.0601503759398483        4.0143934926706823E-008   1.3006598230440446E-006   1.9850864659766155E-005
   4.1604010025062657        1.7682550773796976E-008   6.0094548376911541E-007   9.6490493281502599E-006
   4.2606516290726795        7.6367682221951862E-009   2.7191403915508034E-007   4.5867875513917944E-006
   4.3609022556390968        3.2338716904747628E-009   1.2049961593599831E-007   2.1326325447880401E-006
   4.4611528822055107        1.3427444767897829E-009   5.2303171336856050E-008   9.6998957436499805E-007
   4.5614035087719280        5.4667661438896616E-010   2.2237618971511309E-008   4.3163680382256049E-007
   4.6616541353383454        2.1824456723182344E-010   9.2617887082906072E-009   1.8794196501938737E-007
   4.7619047619047592        8.5436151862839967E-011   3.7789848816991422E-009   8.0081754969480251E-008
   4.8621553884711766        3.2797055093560065E-011   1.5106212046263311E-009   3.3396114311018117E-008
   4.9624060150375939        1.2346184561136371E-011   5.9164570780903920E-010   1.3631902854286115E-008
   5.0626566416040077        4.5576965506731383E-012   2.2704837020169720E-010   5.4470168162185876E-009
   5.1629072681704251        1.6499961246375653E-012   8.5378731327422803E-011   2.1308073898973739E-009
   5.2631578947368425        5.8580844988573913E-013   3.1461477586650901E-011   8.1611751580999983E-010
   5.3634085213032563        2.0397362468879219E-013   1.1361339533909694E-011   3.0607115052154421E-010
   5.4636591478696737        6.9654423406226716E-014   4.0209005929081467E-012   1.1240612500512369E-010
   5.5639097744360875        2.3328697606311144E-014   1.3947051351397359E-012   4.0428793707146396E-011
   5.6641604010025048        7.6632031810895350E-015   4.7416357930092571E-013   1.4241604642712141E-011
   5.7644110275689222        2.4689903454416925E-015   1.5800898234266590E-013   4.9139120696184417E-012
   5.8646616541353360        7.8024115891947643E-016   5.1613565509155809E-014   1.6608411199893987E-012
   5.9649122807017534        2.4185231322522715E-016   1.6527030644609063E-014   5.4991052919284698E-013
   6.0651629072681672        7.3535151311584799E-017   5.1879380954391620E-015   1.7838130315457245E-013
   6.1654135338345846        2.1931833049660695E-017   1.5965536516916554E-015   5.6692980110281419E-014
   6.2656641604010019        6.4165505059494723E-018   4.8170441411627424E-016   1.7654704626211145E-014
   6.3659147869674158        1.8415636583414694E-018   1.4249688256229498E-016   5.3872944892818281E-015
   6.4661654135338331        5.1849496614804686E-019   4.1331114495912410E-017   1.6109693825313284E-015
   6.5664160401002505        1.4321404974116848E-019   1.1754771624785735E-017   4.7210311820852208E-016
   6.6666666666666643        3.8808511291169771E-020   3.2782040463912212E-018   1.3559558450113894E-016
   6.7669172932330817        1.0317091256378943E-020   8.9652001339214248E-019   3.8171463489592295E-017
   6.8671679197994990        2.6910110576427588E-021   2.4044007360670614E-019   1.0532750426021774E-017
   6.9674185463659128        6.8869939462226985E-022   6.3240499868626766E-020   2.8489163908034510E-018
   7.0676691729323302        1.7296970491396734E-022   1.6313232120883501E-020   7.5540207069197075E-019
   7.1679197994987440        4.2605727384686942E-023   4.1272643744881733E-021   1.9636232451263997E-019
   7.2681704260651614        1.0304472481897335E-023   1.0240817522030018E-021   5.0042637022415752E-020
   7.3684210526315788        2.4438679124855181E-024   2.4928219098699844E-022   1.2504397250550395E-020
   7.4686716791979926        5.6779585791558928E-025   5.9525091127615264E-023   3.0635951723899755E-021
   7.5689223057644099        1.3061657562264991E-025   1.3946459554425089E-023   7.3595630916680783E-022
   7.6691729323308238        2.9256818320024762E-026   3.2037669150196592E-024   1.7340233446268256E-022
   7.7694235588972411        6.4838326679386664E-027   7.2356026339211686E-025   4.0048218632139172E-023
   7.8696741854636585        1.3851241966083430E-027   1.6016777748914767E-025   9.0725334193486653E-024
   7.9699248120300723        2.8068500355623332E-028   3.4768090397204350E-026   2.0140428216356137E-024
   8.0701754385964897        5.0057059221072333E-029   7.4041522036272403E-027   4.3908594401638874E-025
   8.1704260651629070        1.6928195249434701E-029   1.5874794193186645E-027   9.3421935938376532E-026
   8.2706766917293209        6.2042534957450987E-030   3.0610828713997326E-028   1.9435759139805419E-026
   8.3709273182957382        1.7822182360773405E-032   5.4953378143998523E-029   3.8315093341882223E-027
   8.4711779448621556        2.6592169825126126E-032   1.7204213965163986E-029   7.8246221647512541E-028
   8.5714285714285694        2.8819279782588790E-032   3.9617067277404005E-030   1.5824232660606882E-028
   8.6716791979949868        3.0755356448839367E-031   6.8088916781064021E-031   3.3756731120742850E-029
   8.7719298245614006        6.0557722936507157E-032   1.4494273028500284E-033   3.7050677702351890E-030
   8.8721804511278179        7.5823584354879030E-032   2.6366122226813023E-031   9.4964122838349378E-031
   8.9724310776942353        1.6102230108445658E-032   1.2903855016663238E-031   7.2149434204248296E-032
   9.0726817042606491        1.0905580219838305E-031   2.0158405454327135E-032   8.0909445548721495E-033
   9.1729323308270665        1.7841336776695525E-031   2.6483002585757172E-031   5.9316084247836175E-031
   9.2731829573934803        2.4178331639136746E-032   1.1381459293390405E-030   1.3050111931111792E-032
   9.3734335839598977        2.0717468597164272E-032   9.9534005034966934E-031   1.1503799852177398E-031
   9.4736842105263150        5.6306367257381579E-032   1.4605790619384892E-033   1.0443819004129659E-032
   9.5739348370927289        2.8832128327923090E-032   1.4385941017210896E-031   1.1380931875856565E-031
   9.6741854636591462        2.0868168679001236E-032   1.4844925149052624E-030   6.5069723571095814E-033
   9.7744360902255636        2.3205074625625282E-031   3.4759682137908428E-030   5.7940235914531938E-031
   9.8746867167919774        1.7204869705709204E-031   1.4442202928094475E-031   2.1218794770509786E-032
   9.9749373433583948        1.6323851061078901E-031   1.0213877212725193E-032   9.8367959313958192E-033
   10.075187969924812        2.3558664790859951E-031   3.0049618159331171E-033   6.8377789012218155E-032
   10.175438596491226        3.2031068273061355E-031   1.0263995107930324E-032   3.5346754972026011E-032
   10.275689223057643        2.7175492192620532E-031   1.4533601474291095E-030   7.0078841416496725E-031
   10.375939849624057        7.9356645486452198E-031   1.4777131142297768E-031   1.5983134463782974E-031
   10.476190476190474        1.2885248125976016E-030   8.6085550397625617E-034   9.6632152698526880E-032
   10.576441102756892        2.7923563108526020E-032   7.9352667127831807E-032   1.6507984592976126E-031
